word,creole_word,creole_name
mouth or snout of an animal,"djòl,djèl,bat djòl,bat bouch,bat bouch,djòl twou",St. Lucia
moustache,moustach,St. Lucia
mouse,souwi,St. Lucia
mourning,"dèy,an dèy,pòté dèy",St. Lucia
mountain,montany,St. Lucia
"mother,huge, really big, enormous","manman,Anman,manm,bidim,matenm,bidim,matenm,manman dlo",St. Lucia
"mother-in-law,step-mother","bèlmè,bèlmè zonng",St. Lucia
moth,papiyon,St. Lucia
most,majòwité,St. Lucia
"moss, slime on trees",limou,St. Lucia
moss rose,kavalyé,St. Lucia
mosquito,maygwen,St. Lucia
"mortar, bowl-shaped vessel of hard material in which coffee is ground with a pestle","pilon,manch pilon",St. Lucia
mortar,mòtyé,St. Lucia
"morning,opp","bonmaten,òswè,li bonmaten",St. Lucia
"more,opp","pli,plis,mwens,pli pasé,pasé,pasé,pli...pli",St. Lucia
"moon,the lunula, the crescent-shaped spot near the root of the fingernail,capability of holding one's breath underwater",lalin,St. Lucia
"moodiness, bad mood, bad temperament","vous,vap,ni vous,ni vap",St. Lucia
"moodiness, bad mood","vap,vous,ni vap,ni vous,vap anlè",St. Lucia
mood,zimèy,St. Lucia
"moocher, freeloader",mandyan,St. Lucia
month,mwa,St. Lucia
monkey,makak,St. Lucia
"money,house tax,rent money","lajan,lahan,lajan kay,lenpo",St. Lucia
"moment, minute","monman,mouman",St. Lucia
mole (on the skin),"sindichè,sin",St. Lucia
"model, pattern",mòdèl,St. Lucia
"mixture (of food),mêlée; noisy, confused brawl",mélimélanj,St. Lucia
Mistress (used with first name),"Manzè,Mèyè",St. Lucia
Mistress,"Mèyè,Manzè",St. Lucia
mistake,misték,St. Lucia
"misery, poverty","mizè,kité bat mizè,bay wipo,inyowé",St. Lucia
"miserable, wretched",mizéwab,St. Lucia
miscarriage,fòskouch,St. Lucia
mirror,miwè,St. Lucia
miracle,miwak,St. Lucia
minute,minit,St. Lucia
mint candy,"lanmant,mant,lanmant fanm,lanmant kouwant",St. Lucia
minister (of government),"minis,Pwèmyé Minis",St. Lucia
millipede,"kangowi,kangowi nwè,kangowi wouj",St. Lucia
millionaire,milyonnè,St. Lucia
"mill, grinder","moulen,moulen van",St. Lucia
"milk,sap","lèt,lèt konsèv,tiwé lèt",St. Lucia
"military,military",militè,St. Lucia
mile,lyé,St. Lucia
midwife,fanmchay,St. Lucia
midnight,mennwit,St. Lucia
messenger,konmisyonnè,St. Lucia
mess,konmès,St. Lucia
mercy,mizèwikòd,St. Lucia
"mercury, quicksilver",vidajan,St. Lucia
"mercurial, moody, temperamental",avous,St. Lucia
merchandise,machandiz,St. Lucia
member,manm,St. Lucia
meeting,mitin,St. Lucia
"medicine, remedy","médikanman,wimèd",St. Lucia
medicine used for purging long ago,jalap,St. Lucia
medicine,"wimèd,médikanman,wimèd wazyé",St. Lucia
meddling,annafè,St. Lucia
"meat, fish",salézon,St. Lucia
meat,"vyann,vyann san zo,bèt san zo",St. Lucia
measles,lawjòl,St. Lucia
meal,wipa,St. Lucia
"maybe, perhaps","pitèt,antouléka",St. Lucia
"may, might,can, able","pé,sa",St. Lucia
"may, might",aplè,St. Lucia
mattress,matla,St. Lucia
match,zalimèt,St. Lucia
mass in a Roman Catholic church,lanmès,St. Lucia
mason,mason,St. Lucia
mask,mas,St. Lucia
Martinique,Matnik,St. Lucia
marrow,mwèl,St. Lucia
marriage,mawiyaj,St. Lucia
"market, market place",laplas,St. Lucia
marijuana,kaya,St. Lucia
marbles,mab,St. Lucia
"many, much, a lot of","anbadjo,an chay,an chay,an pil,konmen,mizi,mizi,tibwen",St. Lucia
"many times, often","an chay di lè,dwi,souvan",St. Lucia
"manure, compost",fimyé,St. Lucia
"manners,habit","mès,labitid",St. Lucia
"manner, way, how,way of living, lifestyle","mannyè,mòd,ki mannyè,koumannyè,kouman,ki mannyè ki fè",St. Lucia
manna,lanmann,St. Lucia
"mangrove, swamp",manng,St. Lucia
mango (Mangifera indica),"mango,mango alawòz,mango diwidou,mango djouli,mango gréhenm,mango groum,mango kawozin,mango Kayenn,mango koko bèf,mango kwenm,mango lonng,mango lota,mango madanm,mango man wili,mango manng,mango manng nwè,mango palwi,mango pon,mango ti wavin,mango tin,mango tin alawòz,mango tin djèk,mango tin kwenm,mango vè,mango wili,mango zanzanna",St. Lucia
manger,"bay,labay",St. Lucia
"manager, boss","jèwè,chèf,mèt",St. Lucia
Man! exclamation denoting surprise,mésyé,St. Lucia
"man,mannish; when a boy rudely acts older than he really is","nonm,misyé,misyé,nonm douvan nonm,pikan véwi",St. Lucia
"male,opp","mal,fimèl,fimèl,mal manman,boula,pwan mal,an foli,mandé mal",St. Lucia
male dancing partner,kavalyé,St. Lucia
male cousin,kouzen,St. Lucia
main road,gwan chimen,St. Lucia
"maid, domestic helper or servant",donmèstik,St. Lucia
"mahogany,the rope made from such a tree","maho,maho piman",St. Lucia
"magnitude, greatness",lagwandè,St. Lucia
magnet,léman,St. Lucia
magistrate,majèstwa,St. Lucia
"magic,nonsense, foolishness","maji,bétiz,kochonni,kouyontwi,papicho,bétiz,kochonni,kouyontwi,papicho,fè maji,fè jès,fè jès,gwiyen,gwiyen,maji blan,maji nwè,jan gajé,tjenbwatè,palé maji,palé papicho",St. Lucia
"machine, engine,truck, van","machin,tròk,tròk",St. Lucia
lying,mantèz,St. Lucia
lukewarm,tyèd,St. Lucia
"luck,opp,opp,bad luck,opp,unfortunately,opp","chans,bon chans,mal chans,mal chans,malè,mal chans,bon chans,chansé,malè,bon chans,malè,chansé",St. Lucia
"low, short,opp","ba,ho",St. Lucia
"lovely, beautiful,opp","joli,bèl,bèl,lèd",St. Lucia
"love,opp","lanmityé,hayisans",St. Lucia
"love,opp","lanmou,hayisans",St. Lucia
lotion made from aloe,lalwas,St. Lucia
"lotah, vitiligo, fungus causing white patches on the skin","lota,dat",St. Lucia
"lotah, vitiligo, a fungus causing white patches on the skin","dat,lota",St. Lucia
loss,"pèdant,an pèdant",St. Lucia
Lord,Senyè,St. Lucia
lop-sided,bòsko,St. Lucia
"loose,opp","slak,séwé,séwé",St. Lucia
look,"mi,ga",St. Lucia
"long,opp","lonng,kout",St. Lucia
"long, cucumber-like vegetable",gouj,St. Lucia
long stick with a curved blade on the end,gòl,St. Lucia
"long robe or gown worn by priests or at a graduation ceremony, etc",gòl,St. Lucia
"long ago, in times past",ansyen,St. Lucia
"loft, attic",galta,St. Lucia
"lodging, residence, place to stay",lòjman,St. Lucia
locust,"klaklak,krakrak",St. Lucia
lock,"séwi,laklé,laklé",St. Lucia
location,lokasyon,St. Lucia
lobster,houma,St. Lucia
"load,much, many,opp,very","chay,an chay,an lo,an pil,anbadjo,konmen,mizi,tibwen,djè,an lo,an pil,anbadjo,mizi,tibwen,an chay di lè",St. Lucia
liver,"fwa,fwisi wèd",St. Lucia
"liquor, alcoholic beverage","gòg,bwason,bwè,bwè",St. Lucia
lip,lèv,St. Lucia
lion,lyon,St. Lucia
"link (of a chain),holes in a fishpot or netting wire or fence wire",may,St. Lucia
line,ling,St. Lucia
limit,limit,St. Lucia
lime,"sitwon,siton",St. Lucia
lightning,"zéklè,fè zéklè,fann kann,fè djip,fè lapousyè,fè lapousyè,kwazé bwa,kwazé wazyé,pwan an bwa,pwan lavòl",St. Lucia
"light,opp","léjè,lou,lou",St. Lucia
"light,curse","limyè,klèté,modisyon,klèté,modisyon",St. Lucia
light-skinned Negro,chaben,St. Lucia
light-skinned Negress,chabin,St. Lucia
light,"klèté,klétè,limyè,limyè",St. Lucia
light,layt,St. Lucia
"life, breath as a sign of life","lisouf,souf,lèspiwasyon,van",St. Lucia
"lie,opp","mansonj,manchonj,lavéwité,tiwé mansonj,manti",St. Lucia
license,lisans,St. Lucia
"liberty, freedom, license","léchanlib,échanlib,bay léchanlib,bay pyé,bay pyé",St. Lucia
liberty,libèté,St. Lucia
liberation,libéwasyon,St. Lucia
liar,mantè,St. Lucia
lever,livyè,St. Lucia
"level,level",nivo,St. Lucia
lettuce,léti,St. Lucia
letter,lèt,St. Lucia
"let's,let's go, let's come,come","annou,ann'",St. Lucia
"lessons, teaching, instruction",lésisyon,St. Lucia
lesson,lison,St. Lucia
"less, fewer,opp","mwens,pli",St. Lucia
"leprosy,leprous",lad,St. Lucia
lentil,lanti,St. Lucia
length,londjè,St. Lucia
lemon,lim,St. Lucia
"legitimate child,opp","léjitim,bata,ich dèwò",St. Lucia
"leg,lap","janm,katjèt,katjèt",St. Lucia
leg,"katjèt,janm,janm",St. Lucia
"left,opp,opp","gòch,dwèt,dwèt,lanmen gòch,lanmen dwèt",St. Lucia
"left-hander, left-handed person","goché,goché an tèt,dèkdèk,enfim an tèt",St. Lucia
leech,sansi,St. Lucia
leatherback turtle (Dermochelys coriacea),agalo,St. Lucia
leather,tjwi,St. Lucia
"leap, jump",lansman,St. Lucia
"leafy, having an abundance of leaves",founi,St. Lucia
leaf,"fèy,anba fèy,an séwan,an sigwé,ankachèt,bwa gwan fèy,fèy kas",St. Lucia
"lead,weight, sinker, fishing equipment","plon,lévé plon",St. Lucia
"lawyer, attorney",avoka,St. Lucia
"law,rule",lwa,St. Lucia
laundry,lésiv,St. Lucia
"lath, piece of wood set on a beam to support the rafters",lat,St. Lucia
"late,opp","ta,bonnè",St. Lucia
"late, deceased",défen,St. Lucia
"late at night,opp,opp","lannwit,nannwit,jouné,lajouné,lajouné,gwo lannwit,gwan jou,gwan lajouné,gwan midi",St. Lucia
"lastly,opp","dènyéman,pwèmyéman",St. Lucia
large tin,manmit,St. Lucia
"large metal staple, horseshoe nail",gwon,St. Lucia
language,"langaj,lanng,lanng",St. Lucia
landslide,"afalay,anfalay",St. Lucia
lamp,lanp,St. Lucia
"lame, crippled person",enfimité,St. Lucia
lake,létan,St. Lucia
ladder,léchèl,St. Lucia
"labourer, worker",labouwè,St. Lucia
La Rose festival,Lawòz,St. Lucia
"knowledge,opp","nòlaj,inyowans",St. Lucia
knot,"né,né banbou",St. Lucia
knobs (in a game of draughts),pyon,St. Lucia
knife,kouto,St. Lucia
knee,jounou,St. Lucia
"kneading bowl, trough",pétwen,St. Lucia
kite,savolan,St. Lucia
kitchen,"tjwizin,twizin",St. Lucia
"kingfish, wahoo (Acantchocybuim solandri)",bawé,St. Lucia
"king,king (in draughts or cards)",wa,St. Lucia
king,louwa,St. Lucia
"kind, type,quality","kalité,kalté,ki kalité",St. Lucia
"kind, sort, type",sòt,St. Lucia
kidney,nwa,St. Lucia
kerosene bottle torch,"chal,chal boutèy,flanbo,chal boutèy,chal",St. Lucia
kerosene,kawozin,St. Lucia
"kerchief, scarf","mouchwè,mouchwè pòch",St. Lucia
justice,jistis,St. Lucia
"just, merely","annèk,annik",St. Lucia
just enough,"doukwé,jis kont,jis kont",St. Lucia
just,djòs,St. Lucia
just,"jis,jis di pé",St. Lucia
jury,jiwi,St. Lucia
June bug,jennton,St. Lucia
June,Jen,St. Lucia
jumpy,antjèt,St. Lucia
July,Jwiyèt,St. Lucia
juice,ji,St. Lucia
jug,kawaf,St. Lucia
judgment,jijman,St. Lucia
judge,jij,St. Lucia
joy,"djèwté,lajwa,an djèwté",St. Lucia
joy,"lajwa,djèwté",St. Lucia
joker,bladjè,St. Lucia
joke,blag,St. Lucia
joiner,minizyé,St. Lucia
"job, work","djòb,twavay,twavay",St. Lucia
"job, task",kòvé,St. Lucia
"jinx, bad luck",djiyon,St. Lucia
jewelry,bijou,St. Lucia
Jew,Jwif,St. Lucia
Jesus,"Jézi,Jézi Kwi,Jézi Kwi,Jézi",St. Lucia
jelly,lajlé,St. Lucia
"Jeep, four-wheel drive vehicle","djip,fè djip,fann kann,fè lapousyè,fè zéklè,kwazé bwa,pwan an bwa,pwan lavòl",St. Lucia
jealousy,jalouzi,St. Lucia
"jealous, jealous of",jalou,St. Lucia
jaw,"bazou,machwè",St. Lucia
jaw,"machwè,bazou",St. Lucia
jar,fyòl,St. Lucia
jar,"jè,jè tè,jè lajan,jè tè,jè",St. Lucia
January,Janvyé,St. Lucia
"jail, prison","lajòl,kalabous,pwizon",St. Lucia
jail cell,kacho,St. Lucia
jail,"kalabous,lajòl,pwizon",St. Lucia
It's true,évwé,St. Lucia
"it is better, preferable","vonmyé,simyé,simyé,vòtòmyé",St. Lucia
islet,lilèt,St. Lucia
irrigation system,dal,St. Lucia
"iron, steel,iron used for pressing clothes","fè,fè blan",St. Lucia
iron cooking pot with two handles,chòdyè,St. Lucia
invitation,envitasyon,St. Lucia
invention,évansyon,St. Lucia
"into little pieces, into shreds","anpany,anpany anpany,anpany anpany fè antansyon",St. Lucia
intestine,bannbouden,St. Lucia
international,entònasyonnal,St. Lucia
internal injury,blès,St. Lucia
interesting,"antéwésan,entéwésan,étéwésan",St. Lucia
interested,"antéwésé,entéwésé,étéwésé",St. Lucia
"interest, return on a deposit","lentéwé,lantéwé",St. Lucia
intention,antansyon,St. Lucia
intensifier: too,"twò,tò",St. Lucia
"intensifier,just, suddenly","fap,faps",St. Lucia
"intelligent, smart","entèlijan,étèlijan",St. Lucia
intelligence,"entèlijans,étèlijans",St. Lucia
insulting,ensiltan,St. Lucia
insult,ensit,St. Lucia
"instead of, rather than","andji,olyè,pito",St. Lucia
"instead of, rather than","olyè,andji,pito",St. Lucia
"instead of, rather than","pito,andji,olyè",St. Lucia
"inside, center, heart, meat or pulp of fruit or nuts",nannan,St. Lucia
ink,lank,St. Lucia
"injustice, wrongdoing, trespass, harm","pasdwa,ditò",St. Lucia
ingredient,atik,St. Lucia
information,enfòmasyon,St. Lucia
inflammation,laflanmasyon,St. Lucia
"inflamed, infected",anvlimé,St. Lucia
"infirm, lame, crippled","enfim,enfim an tèt,dèkdèk,goché an tèt",St. Lucia
infatuated,antwiché,St. Lucia
"indiscreet, presumptuous","endiskwé,konpawézon",St. Lucia
independent,"andépandan,endépandan",St. Lucia
independence,"andépandans,endépandans",St. Lucia
incurable sore,gad,St. Lucia
inch,"pous,gwo pous",St. Lucia
incense,lansan,St. Lucia
"in, on, aboard",abò,St. Lucia
in vain,anven,St. Lucia
in the middle of,"anmitan,nanmitan",St. Lucia
"in the bank, to the bank",labank,St. Lucia
in place of,laplas,St. Lucia
in particular,anpatikilé,St. Lucia
in order,annòd,St. Lucia
"in line with, with respect to",vizavi,St. Lucia
in fact,anfen,St. Lucia
in declining health,andéklinan,St. Lucia
in case,"antouléka,antouka,pitèt",St. Lucia
in advance,"andavans,davans",St. Lucia
"in a hurry, hurried, rushed",pwésé,St. Lucia
"impossible,opp","enposib,posib",St. Lucia
important,enpòtan,St. Lucia
"immature, unripe (said of fruit)",koulé,St. Lucia
"immature (in reference to fruit), unripe",olèt,St. Lucia
"illness, sickness","maladi,malad",St. Lucia
"ill, sick","malad,malad akouché",St. Lucia
if,"si,si...sa",St. Lucia
"idea,mind","lidé,asou lidé,dé lidé,fè dé lidé,fè lidé,désidé,ni lidé,kwè",St. Lucia
ice,laglas,St. Lucia
"I, me, my, mine",mwen,St. Lucia
I beg you,"tanpwi,tanpi",St. Lucia
hymn,sanngki,St. Lucia
"husband,opp","mawi,madanm,madanm",St. Lucia
hurricane,siklonn,St. Lucia
hunting,lachas,St. Lucia
hunter,chasè,St. Lucia
hungry,fen,St. Lucia
"hunger, famine",lafen,St. Lucia
hundred,"san,yan san",St. Lucia
hunchbacked,bosi,St. Lucia
hummingbird,"kilibwi,koulibwi,sisi Bondyé",St. Lucia
"huge, enormous","matenm,bidim,manman,manman",St. Lucia
"huge iron bowl used for boiling the juice of sugarcane or for drying cassava that has been grated, pressed and sifted to make farine",platin,St. Lucia
"however, nevertheless","kanmenm,okontwè,okontwè",St. Lucia
"how,of course; used to make tag question","kouman,ki mannyè,koumannyè",St. Lucia
"how, how much, to what extent,so much, so many","otan,mizi,osi,tèlman,kantité,mizi,tèlman,dé otan,ki otan,ki kantité,ki mizi",St. Lucia
"how much, how many,so much, so many","konmen,an pil,an chay,an pil,anbadjo,mizi,plizyè",St. Lucia
"house, building","kay,kaz,kay lodyans,kay masonn,kay planch",St. Lucia
hour,nèditan,St. Lucia
hospital,lopital,St. Lucia
horse,"chouval,chouval Bondyé",St. Lucia
"horn (of an animal),sea shell",kòn,St. Lucia
horizon,lowizon,St. Lucia
hope,"èspwa,ni èspwa",St. Lucia
"hoop, band, ring, circle",sèk,St. Lucia
"hookworms, the sores cause by hookworms",chik,St. Lucia
"hook, latch",tjatjèt,St. Lucia
honour,lonnè,St. Lucia
honorable,onnéwab,St. Lucia
honest,onnèt,St. Lucia
homosexual man,"boula,mal manman",St. Lucia
home,lakay,St. Lucia
Holy Spirit,"Lisentèspwi,Lèspwi Bondyé",St. Lucia
Holy scriptures,lévanjil,St. Lucia
hollow,"kwèz,flo",St. Lucia
hole,"twou,tou,twou dlo,twou né",St. Lucia
hoe,hou,St. Lucia
"history, story, tale","listwa,tiwé listwa",St. Lucia
"hip, haunch",hanch,St. Lucia
hinge,panti,St. Lucia
"hill, small mountain",mòn,St. Lucia
hiccups,otjèt,St. Lucia
hernia,lèwni,St. Lucia
hermit crab,sòlda,St. Lucia
"hen, chicken, fowl","poul,poul dlo",St. Lucia
"hem,to hem,opp","woulé,déwoulé",St. Lucia
help,soukou,St. Lucia
"helmet, hard hat",kastò,St. Lucia
hell,lanfè,St. Lucia
"height,high country, countryside, plantation, estate",hòtè,St. Lucia
"heifer,opp","jinis,towo",St. Lucia
heel,talon,St. Lucia
"heart,mind,inner man, essence of a person,the center (of something, like a tree)","tjè,mal tjè,ni tjè,pwan tjè,tjè fèb,konpasyon",St. Lucia
heart attack,batmanntjè,St. Lucia
hearse,kòbiya,St. Lucia
"heap, pile,group","pil,lo,lo,gwoup,an pil,an chay,an chay,an lo,anbadjo,konmen,konmen,mizi,mizi,tibwen",St. Lucia
health center,hèlsenta,St. Lucia
health,santé,St. Lucia
headlock,kakan,St. Lucia
"head,head-to-head, neck and neck, together, at the same time,getting along well with each other","tèt,mal tèt,tèt a tèt,bita,bita,tèt anlè,tèt cho,tèt chyen,tèt kasé,tèt kay,fétay,tèt mawé,tèt mòn",St. Lucia
head louse,pou,St. Lucia
having a grudge or bad feelings,henn,St. Lucia
"hatred,opp","hayisans,lanmityé,lanmou",St. Lucia
hatchet,hachòt,St. Lucia
hat,"chapo,chapo Denmou,chapo djab,pawasòl djab,chapo djab,chapo Denmou,pawasòl djab,chapo kay,koukou chapo",St. Lucia
"harvest, crop",wékòt,St. Lucia
harpoon,"va,fwenn",St. Lucia
"hardly any, scarcely any,opp","djè,an chay",St. Lucia
"hard, tough, heavy (in reference to bread)",mastif,St. Lucia
harbour,lawad,St. Lucia
"happy,opp","djé,kontan,kontan,an lapenn,sonm,twis",St. Lucia
"happiness, contentment,opp","lakontantman,kontantman,twistès",St. Lucia
"haphazardly, chockablock",tjòkanblòk,St. Lucia
"handle,sleeve","manch,manch had,manch had,manch had,manch,manch",St. Lucia
handle (e.g. of a bucket),lans,St. Lucia
handful,ponyen,St. Lucia
"hand,from","lanmen,lenmen,an lanmen,anba lanmen",St. Lucia
hand saw,"légowin,ligowin",St. Lucia
hammer,mato,St. Lucia
ham,janbon,St. Lucia
"half, some, a good amount",lanmwatyé,St. Lucia
half,dimi,St. Lucia
"hairy, hirsute","pwélèz,pwélé",St. Lucia
hair,chivé,St. Lucia
"habit, custom","lakoutim,labitid,kon lakoutim",St. Lucia
gutter,goutyè,St. Lucia
"gun, rifle","fizi,fizi bouwé",St. Lucia
gums,sansiv,St. Lucia
guinea pig,wadenn,St. Lucia
"guilty,opp","koupab,inosan,inosan",St. Lucia
"guile, trickery, deceit",wiz,St. Lucia
"guide, leader",djid,St. Lucia
guava,gwiyav,St. Lucia
guardian,"gadyenn,gadyenn mouton,bèwjé",St. Lucia
guard,"gad,gad mouton,pwan gad,pwan pwokosyon",St. Lucia
Guadeloupe,Gwadloup,St. Lucia
"grudge, bad feelings, ill will",lahenn,St. Lucia
"group (of people), gang","gany,gwoup,konpanni",St. Lucia
group,"gwoup,gany,konpanni,pil",St. Lucia
ground provision,"vivtè,gwo manjé",St. Lucia
groin,lenn,St. Lucia
"groan, sigh",soupi,St. Lucia
grey kingbird (Tyrannus dominicensis),pipirit,St. Lucia
grey,"gwi,sann,sann",St. Lucia
"green, unripe, not ready to eat,opp","vèt,mi",St. Lucia
green,vè,St. Lucia
greedy,"vowas,kochon,kochon",St. Lucia
greed,vowasité,St. Lucia
"great grandparent, ancestor","ayèl,bizayèl,gwan ayèl,gwan ayèl,ayèl",St. Lucia
great blue heron (Ardea herodias),"kwabyé,kabyé",St. Lucia
gravelly,gavwé,St. Lucia
grater,"gwaj,gwaj koutla",St. Lucia
grasshopper,"kwitjèt,kwitjèt bwa,kwitjèt senkèy,kwitjèt vè",St. Lucia
"grass, brush, bush, tree","wazyé,wajyé,alé an wazyé,alé an pwévit",St. Lucia
grass,"zèb,sisi zèb,zèb a kouto,pay a kouto,zèb akouwès,zèb avach,zèb djiné",St. Lucia
"grape, seagrape",wézen,St. Lucia
grandmother,gwanmanman,St. Lucia
grandfather,gwanpapa,St. Lucia
grace,"lagwas,gwas",St. Lucia
governor,gouvènè,St. Lucia
government,gouvèdman,St. Lucia
"goodness, good things,opp","bonté,byennfé,séléwatè",St. Lucia
"goodbye,to say goodbye,to die, to expire","dédé,oplèz,di dédé,koupé ba",St. Lucia
"goodbye, farewell","oplèz,dédé",St. Lucia
"good, okay, well",kòrèk,St. Lucia
"good works, good deeds","byennfé,bonté",St. Lucia
"good morning, hello,greeting, hello",bonjou,St. Lucia
"good evening, good night",bonswè,St. Lucia
good draughts player,danmyé,St. Lucia
good afternoon,bonnapwémidi,St. Lucia
gonorrhea,djòn,St. Lucia
gommier tree,"gonmyé,gonmyé benni",St. Lucia
goldsmith,lòfèb,St. Lucia
gold,lò,St. Lucia
godmother,nennenn,St. Lucia
godfather,pawen,St. Lucia
godchild,fiyèl,St. Lucia
"God,Good Lord!","Bondyé,Dyé,Bondous,Bondous,sisi Bondyé,kilibwi",St. Lucia
goatfish,"babawen,souwi",St. Lucia
goatfish,"souwi,babawen",St. Lucia
goat,kabwit,St. Lucia
go away (said to dogs),mach,St. Lucia
glue,lakòl,St. Lucia
glove,gan,St. Lucia
glory,laglwa,St. Lucia
glasses,linèt,St. Lucia
glass,vè,St. Lucia
"glare, blinding light",vèglay,St. Lucia
gizzard,jijé,St. Lucia
ginger beer,jenjanbyè,St. Lucia
ginger,jenjanm,St. Lucia
gills,"bway,bwèy",St. Lucia
gift,"don,kado",St. Lucia
gift,"kado,don",St. Lucia
"germ, sprout",jèm,St. Lucia
gentleman,jantiyòm,St. Lucia
"gentle, kind",janti,St. Lucia
generous,donnan,St. Lucia
"generation,relative",jennenwasyon,St. Lucia
general,jennéwal,St. Lucia
"gecko, house lizard","mabwiya,mabouya",St. Lucia
gate,bayè,St. Lucia
garlic,lay,St. Lucia
garden,"jaden,haden",St. Lucia
"garbage, rubbish, trash, litter","zòdi,kochonni,kochonni",St. Lucia
gangrene,lakangwenn,St. Lucia
game of tag,vén,St. Lucia
galvanized,zenk,St. Lucia
gallon,galon,St. Lucia
"gain, advantage","gany,bennéfis,bennéfis",St. Lucia
gable,piyon,St. Lucia
future tense indicator,kay,St. Lucia
"furrow, mound, heap, hillock, knoll for planting",fòs,St. Lucia
"furniture,trimmings, garnish","founiti,mèb,mèb",St. Lucia
furniture,"mèb,founiti,founiti",St. Lucia
furnace,founo,St. Lucia
"fur, hair of an animal, pelt,body hair of a human",pwèl,St. Lucia
funnel,lantounwè,St. Lucia
"fungus, mould",chanpiyon,St. Lucia
fruit,"fwi,fwitaj",St. Lucia
"froth, foam, suds",tjim,St. Lucia
"from, away from","hòd,hòd di",St. Lucia
from head to toe,latètopyé,St. Lucia
"from a distance,opp","olwen,opwé",St. Lucia
"friend,opp","kanmawad,jan,jan,lèlmi",St. Lucia
"friend, pal, comrade,Br'er (used in folktales)",konpè,St. Lucia
Friday,"Vandwédi,Vandwédi Sen",St. Lucia
"free space, open land",chan,St. Lucia
frazzled and frustrated,minab,St. Lucia
"frayed, tattered, unraveled",défilé,St. Lucia
"fraud, trickery, deceit, chicanery, artifice","bòbòl,fè bòbòl",St. Lucia
"frank, straightforward, plain-spoken","fèplé,fyèplé",St. Lucia
fourth,"katyenm,katzyenm",St. Lucia
fourteen,katòz,St. Lucia
four,"kat,kat chimen,kat nwè",St. Lucia
foundation,fondasyon,St. Lucia
forty,kawant,St. Lucia
fornication,fònikasyon,St. Lucia
form,fòm,St. Lucia
"fork used for gardening,to plow, to dig with a fork",fak,St. Lucia
fork,fouchèt,St. Lucia
forge,lafòj,St. Lucia
"forest, woods","lafowé,léfowé,gwan bwa",St. Lucia
"foreman, overseer",kolonm,St. Lucia
forehead,fon,St. Lucia
"force, strength,opp","fòs,lafòs,kouway,fèblès,fè fòs kò,pyété",St. Lucia
"for (in the sense of duration),for, in exchange for,for, because of,to, in order to","pou,pou li pwézan,apwézan,atjwèlman,sé pou,ni pou,oblijé,sé fo",St. Lucia
"foot (as a part of the body),foot (as a length of measure),to grant power or authority over someone","pyé,bay koul pyé,bay pyé,bay léchanlib,bwennen kò,chapé kò,fè pyé,fè vit,bay léchanlib,fè pyé,fè pyé,bay pyé,bay pyé,bwennen kò,chapé kò,chapé pyé,fè vit,koul pyé,pasé anba pyé,pyé kawé,pyé kou,pyé ni,ni pyé,tiwé pyé,tjenbé pyé",St. Lucia
"foolishness, nonsense","bétiz,kochonni,kouyontwi,maji,maji,papicho,papicho,palé bétiz,palé papicho",St. Lucia
foolishness,"kouyontwi,bétiz,kochonni,kochonni,maji,maji,papicho,papicho",St. Lucia
"foolish,opp","sòt,kouyon,kouyon,savan,savan",St. Lucia
"fool, a silly or gullible person","lèlè,kounoumounou,kouyon,kouyon",St. Lucia
fool,"kounoumounou,kouyon,kouyon,lèlè",St. Lucia
"fold, wrinkle",pli,St. Lucia
foam (for cushions or a bed),léponj,St. Lucia
fly,"mouch,pat mouch",St. Lucia
flower,flè,St. Lucia
floormat,soupyé,St. Lucia
"floor, storey","étaj,étay",St. Lucia
flood,"délij,déliz,flo,gwo dlo",St. Lucia
flock (of sheep),twipo,St. Lucia
flock (of birds),vòl,St. Lucia
flesh,lachè,St. Lucia
flea,pis,St. Lucia
flatterer,flatèz,St. Lucia
flattened bottle cap used in game of marbles,plak,St. Lucia
"flat, white, extra-strong sweet",pasti,St. Lucia
"flashy, stylish, elegant, well-dressed","filòzòf,flanman",St. Lucia
"flashy, stylish, elegant, well-dressed","flanman,filòzòf",St. Lucia
flame,flanm,St. Lucia
five,senk,St. Lucia
"fit, convulsion,crisis; uncontrolled anger, rage, craziness, madness; nervous tension, stress; the state of being out of one's mind","kwiz,fè kwiz pwan anlè,kwiz pwan",St. Lucia
fist,"pwen,bay koul pwen,koul pwen",St. Lucia
fisherman,"péchè,jan lanmè,nonm lanmè",St. Lucia
fish pot,nas,St. Lucia
fish hook,zen,St. Lucia
fish,"pwéson,pwéson amé,pwéson gwan zyé,pwéson nas",St. Lucia
"firstly,opp","pwèmyéman,pwenmyéman,dènyéman",St. Lucia
"first,opp","pwèmyé,pwenmyé,dènyé,dènyé,pwèmyé vini,népòt",St. Lucia
first part of the introduction of a riddle,tim tim,St. Lucia
firefly,bètafé,St. Lucia
fire,"difé,pwi difé",St. Lucia
"fingernail, toenail","zonng,zonng makak",St. Lucia
finger,"dwèt,bout dwèt,tété dwèt,ti dwèt",St. Lucia
"financially well-off,opp,easily","alèz,byennéwé,éwé,ja fè'y,wich,maléwé,pòv,byennéwé,éwé,ja fè'y,ja wivé,wich",St. Lucia
"finally, at long last","alafen,alafendéfen,vèò,alafen di,apipwé,avèwdi,bò,bò,owon,owon,vèò",St. Lucia
file,lim,St. Lucia
